"player","ally_code","name","base_id","alignment","role","gear_level","power","stars","level","Affiliation1","Affiliation2","Affiliation3","Affiliation4","zeta_1","zeta_2","zeta_3"
"Zordo",347361694,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",8,12909,7,80,"Jedi","Rebel",NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,15072,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"Rufuska",517585818,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",12,17694,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,14328,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"lisalala",274949228,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,13282,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,15057,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"Bullet",647171153,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,14844,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"Smartinsk",867856267,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",8,11352,7,75,"Jedi","Rebel",NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,14319,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"Rac00n",911198655,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,10935,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"Blaine",163941995,"Obi-Wan Kenobi (Old Ben)","OLDBENKENOBI","Light Side","Tank",9,14956,7,85,"Jedi","Rebel",NA,NA,NA,NA,NA
"Code",853781739,"Old Daka","DAKA","Dark Side","Healer",11,19183,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"btrie",962472279,"Old Daka","DAKA","Dark Side","Healer",9,16560,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"Drewish",266161177,"Old Daka","DAKA","Dark Side","Healer",12,16797,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Old Daka","DAKA","Dark Side","Healer",12,17166,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Peps",912783323,"Old Daka","DAKA","Dark Side","Healer",11,15987,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"YimYames",663748144,"Old Daka","DAKA","Dark Side","Healer",11,15762,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Kelsier",866766384,"Old Daka","DAKA","Dark Side","Healer",10,15010,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Oberon",298518446,"Old Daka","DAKA","Dark Side","Healer",12,20245,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"boogstien",569715162,"Old Daka","DAKA","Dark Side","Healer",11,17940,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"doctorx",284629595,"Old Daka","DAKA","Dark Side","Healer",10,13815,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Tez",613277982,"Old Daka","DAKA","Dark Side","Healer",10,15775,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Old Daka","DAKA","Dark Side","Healer",10,15466,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Old Daka","DAKA","Dark Side","Healer",8,13726,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Old Daka","DAKA","Dark Side","Healer",11,19207,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"Mhann Uhdea",453922222,"Old Daka","DAKA","Dark Side","Healer",10,14587,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Old Daka","DAKA","Dark Side","Healer",11,15940,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Old Daka","DAKA","Dark Side","Healer",11,16809,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Old Daka","DAKA","Dark Side","Healer",12,19020,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"AsahiSuperdry",469719352,"Old Daka","DAKA","Dark Side","Healer",10,14424,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Old Daka","DAKA","Dark Side","Healer",9,14074,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Old Daka","DAKA","Dark Side","Healer",8,11659,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Old Daka","DAKA","Dark Side","Healer",11,18045,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"Lexicon",755564748,"Old Daka","DAKA","Dark Side","Healer",12,16686,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Old Daka","DAKA","Dark Side","Healer",12,16594,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Old Daka","DAKA","Dark Side","Healer",10,15321,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Old Daka","DAKA","Dark Side","Healer",12,20200,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"Wes Biriuk",625985749,"Old Daka","DAKA","Dark Side","Healer",9,13341,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Old Daka","DAKA","Dark Side","Healer",10,15268,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Old Daka","DAKA","Dark Side","Healer",9,14337,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Bullet",647171153,"Old Daka","DAKA","Dark Side","Healer",11,16365,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Old Daka","DAKA","Dark Side","Healer",11,16575,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Old Daka","DAKA","Dark Side","Healer",11,18466,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"GrandmasterHardy",589629316,"Old Daka","DAKA","Dark Side","Healer",10,14913,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Old Daka","DAKA","Dark Side","Healer",10,17335,7,85,"Nightsister",NA,NA,NA,"uniqueskill_DAKA01",NA,NA
"Blaine",163941995,"Old Daka","DAKA","Dark Side","Healer",8,12996,7,85,"Nightsister",NA,NA,NA,NA,NA,NA
"Code",853781739,"Pao","PAO","Light Side","Attacker",8,12730,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"btrie",962472279,"Pao","PAO","Light Side","Attacker",8,13138,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Drewish",266161177,"Pao","PAO","Light Side","Attacker",8,6528,5,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Pao","PAO","Light Side","Attacker",8,13132,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Peps",912783323,"Pao","PAO","Light Side","Attacker",7,8982,7,70,"Rebel","Rogue One",NA,NA,NA,NA,NA
"YimYames",663748144,"Pao","PAO","Light Side","Attacker",4,1512,2,30,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Kelsier",866766384,"Pao","PAO","Light Side","Attacker",7,12597,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Oberon",298518446,"Pao","PAO","Light Side","Attacker",8,12823,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"boogstien",569715162,"Pao","PAO","Light Side","Attacker",8,12046,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"doctorx",284629595,"Pao","PAO","Light Side","Attacker",9,12466,6,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Tez",613277982,"Pao","PAO","Light Side","Attacker",8,11715,6,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Pao","PAO","Light Side","Attacker",8,13659,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Apathy",173129783,"Pao","PAO","Light Side","Attacker",5,2655,4,35,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Adam",641878415,"Pao","PAO","Light Side","Attacker",5,6414,5,66,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Pao","PAO","Light Side","Attacker",1,451,2,1,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Kems",588232271,"Pao","PAO","Light Side","Attacker",4,1710,2,40,"Rebel","Rogue One",NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Pao","PAO","Light Side","Attacker",8,13014,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"kallah",742876214,"Pao","PAO","Light Side","Attacker",8,13011,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Pao","PAO","Light Side","Attacker",1,1032,2,50,"Rebel","Rogue One",NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Pao","PAO","Light Side","Attacker",6,6786,7,50,"Rebel","Rogue One",NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Pao","PAO","Light Side","Attacker",8,14028,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Martyvu",414326312,"Pao","PAO","Light Side","Attacker",7,9277,7,70,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Lexicon",755564748,"Pao","PAO","Light Side","Attacker",1,4842,7,20,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Zordo",347361694,"Pao","PAO","Light Side","Attacker",8,13083,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Pao","PAO","Light Side","Attacker",8,12945,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Rufuska",517585818,"Pao","PAO","Light Side","Attacker",8,13135,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Pao","PAO","Light Side","Attacker",8,10113,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"lisalala",274949228,"Pao","PAO","Light Side","Attacker",7,11124,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Pao","PAO","Light Side","Attacker",8,13665,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Bullet",647171153,"Pao","PAO","Light Side","Attacker",1,5178,7,50,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Smartinsk",867856267,"Pao","PAO","Light Side","Attacker",8,12654,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Scrubz",653454484,"Pao","PAO","Light Side","Attacker",9,14175,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Pao","PAO","Light Side","Attacker",7,9217,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Rac00n",911198655,"Pao","PAO","Light Side","Attacker",1,6198,7,80,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Blaine",163941995,"Pao","PAO","Light Side","Attacker",2,1140,2,38,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Code",853781739,"Paploo","PAPLOO","Light Side","Tank",7,8241,5,79,"Ewok",NA,NA,NA,NA,NA,NA
"btrie",962472279,"Paploo","PAPLOO","Light Side","Tank",7,8814,7,65,"Ewok",NA,NA,NA,NA,NA,NA
"Drewish",266161177,"Paploo","PAPLOO","Light Side","Tank",5,2673,4,37,"Ewok",NA,NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Paploo","PAPLOO","Light Side","Tank",5,4531,4,60,"Ewok",NA,NA,NA,NA,NA,NA
"Peps",912783323,"Paploo","PAPLOO","Light Side","Tank",7,9810,7,70,"Ewok",NA,NA,NA,NA,NA,NA
"YimYames",663748144,"Paploo","PAPLOO","Light Side","Tank",7,6105,5,70,"Ewok",NA,NA,NA,NA,NA,NA
"Kelsier",866766384,"Paploo","PAPLOO","Light Side","Tank",5,4699,4,85,"Ewok",NA,NA,NA,NA,NA,NA
"Oberon",298518446,"Paploo","PAPLOO","Light Side","Tank",9,11161,6,85,"Ewok",NA,NA,NA,NA,NA,NA
"boogstien",569715162,"Paploo","PAPLOO","Light Side","Tank",7,12249,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"doctorx",284629595,"Paploo","PAPLOO","Light Side","Tank",1,1014,4,1,"Ewok",NA,NA,NA,NA,NA,NA
"Tez",613277982,"Paploo","PAPLOO","Light Side","Tank",7,9025,6,85,"Ewok",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Paploo","PAPLOO","Light Side","Tank",8,12811,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Paploo","PAPLOO","Light Side","Tank",6,7453,5,85,"Ewok",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Paploo","PAPLOO","Light Side","Tank",7,12475,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Paploo","PAPLOO","Light Side","Tank",6,11499,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Paploo","PAPLOO","Light Side","Tank",1,1014,4,1,"Ewok",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Paploo","PAPLOO","Light Side","Tank",7,11236,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Paploo","PAPLOO","Light Side","Tank",1,1848,5,50,"Ewok",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Paploo","PAPLOO","Light Side","Tank",2,1495,3,50,"Ewok",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Paploo","PAPLOO","Light Side","Tank",5,2910,4,50,"Ewok",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Paploo","PAPLOO","Light Side","Tank",3,1576,4,20,"Ewok",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Paploo","PAPLOO","Light Side","Tank",9,13626,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Paploo","PAPLOO","Light Side","Tank",7,12250,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Paploo","PAPLOO","Light Side","Tank",1,1521,5,1,"Ewok",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Paploo","PAPLOO","Light Side","Tank",1,4656,7,1,"Ewok",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Paploo","PAPLOO","Light Side","Tank",7,10084,7,65,"Ewok",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Paploo","PAPLOO","Light Side","Tank",3,2604,5,50,"Ewok",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Paploo","PAPLOO","Light Side","Tank",1,1341,4,50,"Ewok",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Paploo","PAPLOO","Light Side","Tank",8,13086,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Paploo","PAPLOO","Light Side","Tank",1,451,2,1,"Ewok",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Paploo","PAPLOO","Light Side","Tank",11,18450,7,85,"Ewok",NA,NA,NA,"uniqueskill_PAPLOO01",NA,NA
"GrandmasterHardy",589629316,"Paploo","PAPLOO","Light Side","Tank",7,8995,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Paploo","PAPLOO","Light Side","Tank",1,1521,5,1,"Ewok",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Paploo","PAPLOO","Light Side","Tank",1,844,3,38,"Ewok",NA,NA,NA,NA,NA,NA
"Code",853781739,"Plo Koon","PLOKOON","Light Side","Tank",4,5118,6,50,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"btrie",962472279,"Plo Koon","PLOKOON","Light Side","Tank",9,12550,7,80,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Drewish",266161177,"Plo Koon","PLOKOON","Light Side","Tank",6,6840,6,70,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Plo Koon","PLOKOON","Light Side","Tank",6,6537,6,56,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Peps",912783323,"Plo Koon","PLOKOON","Light Side","Tank",9,13858,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"YimYames",663748144,"Plo Koon","PLOKOON","Light Side","Tank",3,1785,3,51,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Kelsier",866766384,"Plo Koon","PLOKOON","Light Side","Tank",4,10203,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Oberon",298518446,"Plo Koon","PLOKOON","Light Side","Tank",6,5643,6,53,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"boogstien",569715162,"Plo Koon","PLOKOON","Light Side","Tank",1,1521,5,1,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"doctorx",284629595,"Plo Koon","PLOKOON","Light Side","Tank",1,1014,4,1,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Tez",613277982,"Plo Koon","PLOKOON","Light Side","Tank",7,8550,6,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Plo Koon","PLOKOON","Light Side","Tank",1,2661,6,1,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Apathy",173129783,"Plo Koon","PLOKOON","Light Side","Tank",4,3829,6,35,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Adam",641878415,"Plo Koon","PLOKOON","Light Side","Tank",9,13377,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Plo Koon","PLOKOON","Light Side","Tank",1,4656,7,1,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Kems",588232271,"Plo Koon","PLOKOON","Light Side","Tank",8,12969,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Plo Koon","PLOKOON","Light Side","Tank",6,6904,7,52,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"kallah",742876214,"Plo Koon","PLOKOON","Light Side","Tank",6,5238,6,52,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Plo Koon","PLOKOON","Light Side","Tank",2,2796,5,50,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Plo Koon","PLOKOON","Light Side","Tank",6,3999,5,50,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Plo Koon","PLOKOON","Light Side","Tank",4,4113,6,50,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Martyvu",414326312,"Plo Koon","PLOKOON","Light Side","Tank",6,3178,4,52,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Lexicon",755564748,"Plo Koon","PLOKOON","Light Side","Tank",4,7651,6,78,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Zordo",347361694,"Plo Koon","PLOKOON","Light Side","Tank",8,11923,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Plo Koon","PLOKOON","Light Side","Tank",6,10590,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Rufuska",517585818,"Plo Koon","PLOKOON","Light Side","Tank",7,8112,7,66,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Plo Koon","PLOKOON","Light Side","Tank",4,3022,5,50,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"lisalala",274949228,"Plo Koon","PLOKOON","Light Side","Tank",4,6583,5,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Plo Koon","PLOKOON","Light Side","Tank",7,12139,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Bullet",647171153,"Plo Koon","PLOKOON","Light Side","Tank",1,1536,4,50,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Smartinsk",867856267,"Plo Koon","PLOKOON","Light Side","Tank",1,4656,7,1,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Scrubz",653454484,"Plo Koon","PLOKOON","Light Side","Tank",1,1014,4,1,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Plo Koon","PLOKOON","Light Side","Tank",6,9541,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Rac00n",911198655,"Plo Koon","PLOKOON","Light Side","Tank",9,12951,7,85,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Blaine",163941995,"Plo Koon","PLOKOON","Light Side","Tank",4,2557,4,57,"Galactic Republic","Jedi",NA,NA,NA,NA,NA
"Code",853781739,"Poe Dameron","POE","Light Side","Tank",8,13495,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"btrie",962472279,"Poe Dameron","POE","Light Side","Tank",8,10414,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Drewish",266161177,"Poe Dameron","POE","Light Side","Tank",11,16389,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Poe Dameron","POE","Light Side","Tank",11,16243,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Peps",912783323,"Poe Dameron","POE","Light Side","Tank",8,13233,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"YimYames",663748144,"Poe Dameron","POE","Light Side","Tank",11,16003,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Kelsier",866766384,"Poe Dameron","POE","Light Side","Tank",11,16096,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Oberon",298518446,"Poe Dameron","POE","Light Side","Tank",10,15076,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"boogstien",569715162,"Poe Dameron","POE","Light Side","Tank",12,16818,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"doctorx",284629595,"Poe Dameron","POE","Light Side","Tank",11,16134,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Tez",613277982,"Poe Dameron","POE","Light Side","Tank",8,13531,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Poe Dameron","POE","Light Side","Tank",7,11236,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Poe Dameron","POE","Light Side","Tank",8,11446,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Poe Dameron","POE","Light Side","Tank",10,14953,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Poe Dameron","POE","Light Side","Tank",12,17955,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Poe Dameron","POE","Light Side","Tank",11,15873,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Poe Dameron","POE","Light Side","Tank",8,10470,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Poe Dameron","POE","Light Side","Tank",12,17118,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Poe Dameron","POE","Light Side","Tank",12,16986,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Poe Dameron","POE","Light Side","Tank",10,15261,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Poe Dameron","POE","Light Side","Tank",8,13162,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Poe Dameron","POE","Light Side","Tank",11,15916,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Poe Dameron","POE","Light Side","Tank",12,17118,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Poe Dameron","POE","Light Side","Tank",10,15435,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Poe Dameron","POE","Light Side","Tank",8,13398,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Poe Dameron","POE","Light Side","Tank",11,16374,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Poe Dameron","POE","Light Side","Tank",10,15043,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Poe Dameron","POE","Light Side","Tank",8,11304,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Poe Dameron","POE","Light Side","Tank",8,13726,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Bullet",647171153,"Poe Dameron","POE","Light Side","Tank",6,6093,5,77,"Resistance",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Poe Dameron","POE","Light Side","Tank",1,4656,7,1,"Resistance",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Poe Dameron","POE","Light Side","Tank",1,2661,6,1,"Resistance",NA,NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Poe Dameron","POE","Light Side","Tank",6,10515,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Poe Dameron","POE","Light Side","Tank",10,13596,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Poe Dameron","POE","Light Side","Tank",12,17200,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Code",853781739,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",6,5056,5,50,"Geonosian","Separatist",NA,NA,NA,NA,NA
"btrie",962472279,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",8,9630,7,65,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Drewish",266161177,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",6,7158,7,53,"Geonosian","Separatist",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",10,15231,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Peps",912783323,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",8,10785,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"YimYames",663748144,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",6,3025,4,42,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Kelsier",866766384,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",8,13728,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Oberon",298518446,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",11,16093,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"boogstien",569715162,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",8,11653,7,80,"Geonosian","Separatist",NA,NA,NA,NA,NA
"doctorx",284629595,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",1,4656,7,1,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Tez",613277982,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",4,6708,7,70,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",8,13029,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Apathy",173129783,"Poggle the Lesser","POGGLETHELESSER","Dark Side","Support",1,4839,7,35,"Geonosian","Separatist",NA,NA,NA,NA,NA
